Attributed Touch Time,Install Time,Event Time,Media Source,Channel,Campaign,Campaign ID,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Keyword ID,Store Reinstall,Device Download Time,Deeplink URL,OAID,Install App Store,Match Type,Contributor 1 Match Type,Contributor 2 Match Type,Contributor 3 Match Type,Device Category,Google Play Referrer,Google Play Click Time,Google Play Install Begin Time
26/04/20 11:21,27/04/20 11:07,27/04/20 11:07,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MZ,Aizawl,796007,None,27.56.26.105,FALSE,airtel,airtel,English,1587965871490-5806218994284484036,32c039de-ae89-4b51-8ea0-946daf3083b7,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,48:58.0,,,,srn,,,,phone,,,
26/04/20 21:07,27/04/20 8:56,27/04/20 8:56,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Gwalior City,474004,None,106.76.75.193,FALSE,Idea,Idea,English,1587957999417-554202866897996793,4671eb07-a30d-4620-99b3-bb1dadfab8ca,,,,,,android,vivo-vivo 1904,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1904 Build/PPR1.180610.011),,,,,44:38.0,,,,srn,,,,phone,,,
27/04/20 8:43,27/04/20 8:55,27/04/20 8:55,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TG,Warangal,506324,356006,157.48.62.232,FALSE,Jio 4G,Jio 4G,English,1587957941268-1849866875569633561,3cd4cc83-6b72-447f-a822-c5b0701efb0f,,,,,,android,samsung-SM-A205F,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-A205F Build/PPR1.180610.011),,,,,15:19.0,,,,srn,,,,phone,,,
27/04/20 8:32,27/04/20 8:55,27/04/20 8:55,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,BR,Khagaria,851216,356011,106.67.50.14,FALSE,!dea,Emergency calls only,English,1587957929551-1968961890287530765,c8af086e-4d23-44a9-b2e8-8eb659407236,,,,,,android,vivo-vivo 1815,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1815 Build/O11019),,,,,05:05.0,,,,srn,,,,phone,,,
27/04/20 8:34,27/04/20 8:54,27/04/20 8:54,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MH,Nashik,422203,356002,157.32.33.197,FALSE,JIO,Jio 4G,English,1587957892197-4003240037699077157,d061d2ad-a133-4388-a351-3677c08a5c5d,,,,,,android,Nokia-Nokia 7.2,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Nokia 7.2 Build/PKQ1.190118.001),,,,,07:08.0,,,,srn,,,,phone,,,
27/04/20 8:30,27/04/20 8:54,27/04/20 8:54,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UP,Agra,282003,356010,27.63.144.183,FALSE,airtel,airtel,English,1587957877114-8759677300433809413,5bb178a1-2645-4b78-ad67-66fa9f45821d,,,,,,android,vivo-vivo 1904,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1904 Build/PPR1.180610.011),,,,,24:00.0,,,,srn,,,,phone,,,
27/04/20 8:45,27/04/20 8:54,27/04/20 8:54,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Alwar,301701,356001,157.37.82.38,FALSE,Jio 4G,Jio 4G,English,1587957866430-8037015439601822218,5588d97e-0014-4fcf-927c-863d6d271ab1,,,,,,android,samsung-SM-A205F,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-A205F Build/PPR1.180610.011),,,,,17:50.0,,,,srn,,,,phone,,,
27/04/20 8:48,27/04/20 8:54,27/04/20 8:54,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,KL,Ernakulam,682507,None,137.97.22.49,FALSE,JIO,JIO,English,1587957857305-5824588812956660661,add7db02-7276-49d5-8fe8-335a09950136,,,,,,android,vivo-vivo 1902,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1902 Build/PPR1.180610.011),,,,,19:24.0,,,,srn,,,,phone,,,
27/04/20 8:50,27/04/20 8:53,27/04/20 8:53,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UP,Allahabad,211002,356010,223.225.245.110,FALSE,airtel,airtel,______,1587957822583-1852432381042913078,9295d64b-dbcf-4230-901a-d783800b11b3,,,,,,android,Xiaomi-Redmi 7A,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi 7A MIUI/V10.2.4.0.PCMINXM),,,,,22:58.0,,,,srn,,,,phone,,,
26/04/20 21:33,27/04/20 8:53,27/04/20 8:53,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UT,Dehradun,248001,None,27.63.144.33,FALSE,airtel,airtel,English,1587957789613-54604878090097940,84440919-a3bb-4ccc-874a-ef603a1b50b2,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,02:04.0,,,,srn,,,,phone,,,
26/04/20 22:16,27/04/20 8:53,27/04/20 8:53,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Mandal,306115,356001,103.91.95.86,FALSE,airtel,AIRTEL,English,1587957760624-1238520598106107353,c8c54a19-c79a-4948-be39-bc55e74374ab,,,,,,android,OPPO-CPH1823,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH1823 Build/PPR1.180610.011),,,,,02:54.0,,,,srn,,,,phone,,,
27/04/20 7:54,27/04/20 8:52,27/04/20 8:52,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Gwalior City,474002,None,106.76.75.6,FALSE,Idea,Idea,English,1587957767204-1675355487336446427,c41895b7-7ded-4762-8b05-522292d6de2b,,,,,,android,vivo-vivo 1603,6.0.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo 1603 Build/MMB29M),,,,,40:43.0,,,,srn,,,,phone,,,
27/04/20 8:49,27/04/20 8:52,27/04/20 8:52,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Gwalior City,474004,None,47.247.93.82,FALSE,Jio 4G,Jio 4G,English,1587957768384-468184286518098028,0e11b558-29e3-4666-ad0c-f1f5a776e06a,,,,,,android,vivo-vivo 1907,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1907 Build/PPR1.180610.011),,,,,22:31.0,,,,srn,,,,phone,,,
26/04/20 20:38,27/04/20 8:52,27/04/20 8:52,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MH,Mumbai,400084,356002,171.77.146.6,FALSE,airtel,airtel,English,1587957764734-8579897496713475836,456e3ae7-cdb6-4083-ad34-c6d0fe319b36,,,,,,android,samsung-SM-A207F,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-A207F Build/PPR1.180610.011),,,,,16:53.0,,,,srn,,,,phone,,,
22/04/20 19:19,27/04/20 8:50,27/04/20 8:50,googleadwords_int,UAC_Search,Superstars - Android,9644181011,AS,IN,DL,Delhi,110018,356001,223.225.79.114,FALSE,airtel,airtel,English,1587957632746-1171088623968390137,f74e1050-d862-4a0d-b157-a9656d6d53ec,,,,,,android,xiaomi-Redmi 6A,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 6A MIUI/V10.2.9.0.OCBMIXM),,,,,35:17.0,,,,srn,,,,phone,,,
27/04/20 8:26,27/04/20 8:50,27/04/20 8:50,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UP,Lucknow,226018,356010,47.8.156.34,FALSE,Jio 4G,Jio 4G,English,1587957601680-9156324634560756275,43fe9057-71d8-44c5-931f-5cbe3cb2c61d,,,,,,android,xiaomi-Redmi Note 4,7,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.0; Redmi Note 4 MIUI/V9.5.10.0.NCFMIFA),,,,,19:24.0,,,,srn,,,,phone,,,
27/04/20 8:40,27/04/20 8:50,27/04/20 8:50,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,DL,Delhi,110025,356001,106.67.62.0,FALSE,Idea,Idea,English,1587957168373-88785361419145265,497325be-3046-4ef7-ad82-f89a8f033ca1,,,,,,android,vivo-vivo 1906,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1906 Build/PKQ1.190616.001),,,,,11:06.0,,,,srn,,,,phone,,,
27/04/20 8:43,27/04/20 8:50,27/04/20 8:50,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,OR,Balasore,756035,None,157.41.192.211,FALSE,Jio 4G,Jio 4G,English,1587957591620-2518902989923439343,00cb4534-a2bd-4614-ad4d-22fed1b0fa20,,,,,,android,Xiaomi-Redmi 4A,7.1.2,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4A MIUI/V9.6.4.0.NCCMIFD),,,,,18:27.0,,,,srn,,,,phone,,,
27/04/20 8:35,27/04/20 8:48,27/04/20 8:48,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UP,Agra,282006,356010,132.154.59.114,FALSE,Jio 4G,Jio 4G,English,1587957488632-8715542347910379655,06ca23a9-1362-4261-9dc7-0552dfa61cfc,,,,,,android,vivo-vivo 1820,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1820 Build/O11019),,,,,10:24.0,,,,srn,,,,phone,,,
26/04/20 21:18,27/04/20 8:47,27/04/20 8:47,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TN,Virugambakkam,600092,356007,157.51.178.88,FALSE,JIO,Jio 4G,English,1587957472155-7502925397523368718,e175cf8f-d48d-42f6-a084-57fa4b14eb8a,,,,,,android,Nokia-Nokia 3.2,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Nokia 3.2 Build/PKQ1.181021.001),,,,,49:01.0,,,,srn,,,,phone,,,
27/04/20 8:29,27/04/20 8:47,27/04/20 8:47,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,HR,Gohana,131301,356001,157.36.137.36,FALSE,Jio 4G,Jio 4G,English,1587957454909-1304158573143892064,73ae2f19-160f-48e0-9876-b85a416acace,,,,,,android,samsung-SM-J600G,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-J600G Build/PPR1.180610.011),,,,,16:55.0,,,,srn,,,,phone,,,
26/04/20 22:15,27/04/20 8:47,27/04/20 8:47,googleadwords_int,UAC_Search,Superstars - Android,9644181011,AS,IN,UT,Dehradun,248001,None,42.108.28.27,FALSE,Vodafone IN,Vodafone-Be Safe,English,1587956951981-1473248667008267285,2b2ad8b3-9e87-4cd6-96a8-f00b134c277c,,,,,,android,xiaomi-Redmi 6A,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi 6A MIUI/V11.0.5.0.PCBMIXM),,,,,38:33.0,,,,srn,,,,phone,,,
26/04/20 20:35,27/04/20 8:46,27/04/20 8:46,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,DL,Delhi,110018,356001,47.30.163.140,FALSE,Jio 4G,Jio 4G,English,1587957387490-2234736783211496184,810731c4-ae95-42a9-b5ae-95ba38e713fd,,,,,,android,xiaomi-Redmi 6 Pro,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 6 Pro MIUI/V10.2.6.0.ODMMIXM),,,,,55:40.0,,,,srn,,,,phone,,,
27/04/20 8:42,27/04/20 8:46,27/04/20 8:46,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Jhunjhunu,333308,356001,27.63.65.187,FALSE,airtel,airtel,English,1587957376978-5780471051619816002,e51af678-bf53-4d59-98a6-ac92c5144acc,,,,,,android,vivo-vivo 1803,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1803 Build/O11019),,,,,15:48.0,,,,srn,,,,phone,,,
27/04/20 8:41,27/04/20 8:46,27/04/20 8:46,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Kota,324005,356001,157.47.222.194,FALSE,Jio 4G,Jio 4G,______,1587957348500-2178001441999502966,9cf9ee5b-dc73-4975-9561-fb77107611b4,,,,,,android,samsung-SM-G570F,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G570F Build/R16NW),,,,,13:22.0,,,,srn,,,,phone,,,
27/04/20 8:26,27/04/20 8:45,27/04/20 8:45,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,DL,Delhi,110074,356001,45.249.84.207,TRUE,Vodafone IN,Vodafone IN,English,1587957305783-3373608051547832173,7afeed55-f4ca-400d-a1e3-d6e996c16231,,,,,,android,motorola-moto g(6) play,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; moto g(6) play Build/PPPS29.55-35-18-2),,,,,00:23.0,,,,srn,,,,phone,,,
27/04/20 8:42,27/04/20 8:44,27/04/20 8:44,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Jaipur,302021,356001,1.39.199.23,FALSE,Vodafone IN,Vodafone IN,English,1587957280240-4252285264519115291,8584d251-ed43-4f3f-bf6d-88d2d93660c8,,,,,,android,Xiaomi-Redmi 7A,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi 7A MIUI/V10.2.7.0.PCMINXM),,,,,13:24.0,,,,srn,,,,phone,,,
27/04/20 8:42,27/04/20 8:44,27/04/20 8:44,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MH,Latur,413512,356002,157.33.174.221,FALSE,Jio 4G,Jio 4G,English,1587957254864-4809317085495658605,6c038118-b262-4008-a6bd-c8bae6164d8b,,,,,,android,OPPO-CPH1803,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1803 Build/OPM1.171019.026),,,,,13:22.0,,,,srn,,,,phone,,,
27/04/20 8:22,27/04/20 8:44,27/04/20 8:44,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TG,Kukatpally,500072,356006,157.48.57.14,FALSE,Jio 4G,Jio 4G,English,1587957248883-5218126889241145803,46e70031-517d-449c-be6f-0853d25a88dc,,,,,,android,samsung-SM-J600G,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-J600G Build/PPR1.180610.011),,,,,58:05.0,,,,srn,,,,phone,,,
27/04/20 8:43,27/04/20 8:43,27/04/20 8:43,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,AP,Visakhapatnam,530020,356009,223.238.23.112,FALSE,airtel,airtel,English,1587957219791-3913311026129814769,16788655-ee20-4be3-8fb5-5167d9448a08,,,,,,android,xiaomi-Redmi Note 5 Pro,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi Note 5 Pro MIUI/V10.2.2.0.OEIMIXM),,,,,13:27.0,,,,srn,,,,phone,,,
26/04/20 21:17,27/04/20 8:42,27/04/20 8:42,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,WB,Nalhati,731220,356003,157.43.223.211,FALSE,Jio 4G,Jio 4G,English,1587957153038-1882844457020511287,af3f4c39-7edf-4db5-ae16-ce77eb9cd84c,,,,,,android,samsung-SM-J400F,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-J400F Build/R16NW),,,,,49:11.0,,,,srn,,,,phone,,,
27/04/20 8:39,27/04/20 8:40,27/04/20 8:40,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,DL,Chattarpur,110074,356001,1.38.55.169,FALSE,Idea,Idea,English,1587957040257-7451747479788663046,23e9011b-3d8d-4f1d-89ba-27f9767653b2,,,,,,android,HONOR-AUM-AL20,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; AUM-AL20 Build/HONORAUM-AL20),,,,,10:18.0,,,,srn,,,,phone,,,
27/04/20 8:22,27/04/20 8:40,27/04/20 8:40,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,WB,Calcutta,700034,356003,42.110.160.245,FALSE,Vodafone IN,Vodafone-Be Safe,English,1587957027612-3393368038358552056,fde4697c-554c-4fb1-a676-c4955885a1cf,,,,,,android,OPPO-RMX1805,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; RMX1805 Build/PKQ1.190319.001),,,,,06:03.0,,,,srn,,,,phone,,,
27/04/20 8:02,27/04/20 8:39,27/04/20 8:39,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,WB,Ghugumali,734006,356003,112.79.118.91,FALSE,Vodafone IN,Vodafone IN,English,1587956966277-1433111409791913819,adb2d4d0-ef1f-4623-b88e-8d4f2a705b57,,,,,,android,Lenovo-Lenovo K8 Plus,7.1.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.1; Lenovo K8 Plus Build/NMC26.74-45),,,,,59:09.0,,,,srn,,,,phone,,,
26/04/20 21:15,27/04/20 8:38,27/04/20 8:38,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,JH,Chatra,829201,None,27.61.102.9,TRUE,,,English,1587919779026-6142997141789154893,5d036200-8cb5-47cc-af83-783c69c80352,,,,,,android,Xiaomi-Redmi 5,7.1.2,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 5 MIUI/V9.5.14.0.NDAMIFD),,,,,51:46.0,,,,srn,,,,phone,,,
26/04/20 20:46,27/04/20 8:36,27/04/20 8:36,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Bhopal,462045,None,47.247.49.3,FALSE,Jio 4G,Jio 4G,English,1587956793104-7256109082448274705,af57aa65-db92-4946-993c-03c435f194d8,,,,,,android,Xiaomi-Redmi 7A,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi 7A MIUI/V11.0.4.0.PCMINXM),,,,,19:38.0,,,,srn,,,,phone,,,
27/04/20 8:30,27/04/20 8:35,27/04/20 8:35,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,WB,Murshidabad,742102,356003,157.43.160.130,FALSE,Jio 4G,Jio 4G,English,1587956749162-3709925491249920012,1a43c814-be67-4009-8720-5567858d6410,,,,,,android,samsung-SM-J610F,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-J610F Build/PPR1.180610.011),,,,,02:41.0,,,,srn,,,,phone,,,
27/04/20 8:32,27/04/20 8:35,27/04/20 8:35,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,WB,Belegachi,743376,356003,47.11.255.42,FALSE,Jio 4G,Jio 4G,English,1587956740069-3873646036220155236,9307c723-cd97-4318-bc08-4448b8122d8f,,,,,,android,samsung-SM-G610F,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-G610F Build/M1AJQ),,,,,05:11.0,,,,srn,,,,phone,,,
27/04/20 8:30,27/04/20 8:34,27/04/20 8:34,googleadwords_int,UAC_Search,Superstars - Android,9644181011,AS,IN,TN,Madurai,625002,356007,106.198.20.182,FALSE,airtel,Airtel,English,1587956644429-8547207653000674978,fda88959-7667-4e7a-af0a-be9a4e49dd0a,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,03:42.0,,,,srn,,,,phone,,,
27/04/20 8:03,27/04/20 8:33,27/04/20 8:33,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TN,Madurai,625002,356007,42.106.176.73,FALSE,Vodafone IN,Vodafone-Be Safe,English,1587956628856-7404051927446834429,98daf3e6-8f99-47b5-9ee4-8265f47fad95,,,,,,android,vivo-vivo 1727,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1727 Build/PKQ1.190118.001),,,,,03:13.0,,,,srn,,,,phone,,,
27/04/20 8:26,27/04/20 8:33,27/04/20 8:33,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Nagaur,341512,356001,157.37.185.222,FALSE,Jio 4G,JIO 4G,English,1587956623121-2954392712025721917,4a0954e6-3745-4e04-a5e7-7cdd5bbfc694,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,00:06.0,,,,srn,,,,phone,,,
27/04/20 8:31,27/04/20 8:32,27/04/20 8:32,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,OR,Bhadrak,756116,None,157.41.44.150,FALSE,Jio 4G,Jio 4G,English,1587956562948-8423451548145880613,996f2a5a-6d4b-4eac-bb78-b5cbbbb54e8a,,,,,,android,samsung-SM-J415F,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-J415F Build/M1AJQ),,,,,02:22.0,,,,srn,,,,phone,,,
